player_id	first_deposit_amount	day_profit	profit_status	amount_tier
80361044	500.00	591.76	盈利	500-999
82199387	500.00	605.00	盈利	500-999
96952369	500.00	591.70	盈利	500-999
31461503	500.00	592.00	盈利	500-999
80070824	500.00	586.00	盈利	500-999
66022887	500.00	585.70	盈利	500-999
33706486	500.00	592.00	盈利	500-999
74035852	500.00	620.50	盈利	500-999
43269169	500.00	585.50	盈利	500-999
49510323	500.00	144.00	盈利	500-999
36675022	500.00	585.60	盈利	500-999
73429367	500.00	284.65	盈利	500-999
44344270	500.00	557.60	盈利	500-999
56099296	500.00	607.28	盈利	500-999
81405521	500.00	610.80	盈利	500-999
66097792	500.00	620.69	盈利	500-999
76130642	500.00	407.10	盈利	500-999
