player_id	total_recharge	total_withdraw	net_loss	loss_percent	recharge_tier
39853910	5500.00	0.00	5500.00	100.0	3500+
77148089	5500.00	0.00	5500.00	100.0	3500+
65724899	5500.00	310.00	5190.00	94.4	3500+
67694325	5500.00	0.00	5500.00	100.0	3500+
90859279	5500.00	0.00	5500.00	100.0	3500+
98071877	5500.00	0.00	5500.00	100.0	3500+
10204442	5500.00	0.00	5500.00	100.0	3500+
14711789	5500.00	201.00	5299.00	96.3	3500+
17589031	5500.00	0.00	5500.00	100.0	3500+
26365801	5500.00	0.00	5500.00	100.0	3500+
27643874	5500.00	0.00	5500.00	100.0	3500+
79252357	5482.00	0.00	5482.00	100.0	3500+
72602670	5411.00	0.00	5411.00	100.0	3500+
41881838	5400.00	0.00	5400.00	100.0	3500+
22005130	5400.00	0.00	5400.00	100.0	3500+
52337286	5400.00	0.00	5400.00	100.0	3500+
93280404	5400.00	0.00	5400.00	100.0	3500+
63592656	5372.00	500.00	4872.00	90.7	3500+
53699046	5300.00	0.00	5300.00	100.0	3500+
60080904	5300.00	0.00	5300.00	100.0	3500+
28648657	5300.00	0.00	5300.00	100.0	3500+
69692051	5300.00	500.00	4800.00	90.6	3500+
76355707	5300.00	0.00	5300.00	100.0	3500+
43386085	5300.00	500.00	4800.00	90.6	3500+
88370200	5300.00	0.00	5300.00	100.0	3500+
41690157	5280.00	0.00	5280.00	100.0	3500+
35382617	5266.00	0.00	5266.00	100.0	3500+
18828731	5265.00	0.00	5265.00	100.0	3500+
17401294	5200.00	0.00	5200.00	100.0	3500+
37394446	5200.00	0.00	5200.00	100.0	3500+
45749678	5200.00	0.00	5200.00	100.0	3500+
49928994	5200.00	0.00	5200.00	100.0	3500+
51067088	5200.00	0.00	5200.00	100.0	3500+
58645178	5200.00	200.00	5000.00	96.2	3500+
67870202	5200.00	501.00	4699.00	90.4	3500+
96166163	5200.00	0.00	5200.00	100.0	3500+
89271002	5148.00	140.00	5008.00	97.3	3500+
87286148	5122.00	511.00	4611.00	90.0	3500+
80235455	5100.00	0.00	5100.00	100.0	3500+
80700033	5100.00	0.00	5100.00	100.0	3500+
84067865	5100.00	0.00	5100.00	100.0	3500+
88313068	5100.00	100.00	5000.00	98.0	3500+
97591708	5100.00	0.00	5100.00	100.0	3500+
13805723	5100.00	231.00	4869.00	95.5	3500+
25157219	5100.00	0.00	5100.00	100.0	3500+
26365026	5100.00	500.00	4600.00	90.2	3500+
33274809	5100.00	0.00	5100.00	100.0	3500+
40899076	5100.00	0.00	5100.00	100.0	3500+
40949683	5100.00	0.00	5100.00	100.0	3500+
44027420	5100.00	0.00	5100.00	100.0	3500+
60832025	5100.00	0.00	5100.00	100.0	3500+
71657235	5050.00	500.00	4550.00	90.1	3500+
72802772	5018.00	150.00	4868.00	97.0	3500+
