player_id	first_deposit_amount	day_profit	profit_status	amount_tier
22130729	200.00	-74.70	虧損	0-499
30251759	200.00	994.50	盈利	0-499
97657261	200.00	281.04	盈利	0-499
47262548	200.00	-763.76	虧損	0-499
78152298	200.00	-157.64	虧損	0-499
71450729	200.00	266.78	盈利	0-499
70746889	200.00	435.20	盈利	0-499
70746889	200.00	435.20	盈利	0-499
12473713	200.00	216.20	盈利	0-499
33568758	200.00	-231.60	虧損	0-499
31303581	200.00	221.92	盈利	0-499
31911120	200.00	-2636.00	虧損	0-499
48046539	200.00	220.00	盈利	0-499
32973709	200.00	29.39	盈利	0-499
31911120	200.00	-2636.00	虧損	0-499
92473518	200.00	-277.86	虧損	0-499
57694432	200.00	224.00	盈利	0-499
53764308	200.00	-2476.74	虧損	0-499
84846548	200.00	238.00	盈利	0-499
58274770	200.00	334.00	盈利	0-499
30517682	200.00	-778.50	虧損	0-499
94320290	200.00	266.90	盈利	0-499
60128577	200.00	-215.90	虧損	0-499
80984476	200.00	2462.80	盈利	0-499
31782277	200.00	225.20	盈利	0-499
32973709	200.00	29.39	盈利	0-499
20614323	200.00	-720.90	虧損	0-499
37567624	200.00	203.73	盈利	0-499
63291806	200.00	226.00	盈利	0-499
28388463	200.00	-212.85	虧損	0-499
18429143	200.00	218.82	盈利	0-499
22267644	200.00	-2704.55	虧損	0-499
71046710	200.00	219.80	盈利	0-499
38824132	200.00	218.35	盈利	0-499
53583308	200.00	225.40	盈利	0-499
93806450	200.00	223.00	盈利	0-499
86081851	200.00	-330.40	虧損	0-499
21030173	200.00	1357.23	盈利	0-499
60371371	200.00	5.38	盈利	0-499
21513141	200.00	225.06	盈利	0-499
25123900	200.00	268.30	盈利	0-499
64796554	200.00	228.40	盈利	0-499
56656970	200.00	58.90	盈利	0-499
47080117	200.00	341.95	盈利	0-499
97611876	200.00	220.00	盈利	0-499
91898267	200.00	226.83	盈利	0-499
47990502	200.00	-84.95	虧損	0-499
88711792	200.00	-382.60	虧損	0-499
72733232	200.00	-578.08	虧損	0-499
21030173	200.00	1357.23	盈利	0-499
93118411	200.00	226.60	盈利	0-499
80017568	200.00	584.80	盈利	0-499
21030173	200.00	1357.23	盈利	0-499
28388463	200.00	-212.85	虧損	0-499
96000031	200.00	185.21	盈利	0-499
24476680	200.00	227.00	盈利	0-499
78113055	200.00	-768.60	虧損	0-499
64448239	200.00	-54.17	虧損	0-499
46411298	200.00	247.88	盈利	0-499
36102196	200.00	1349.30	盈利	0-499
55314160	200.00	-323.74	虧損	0-499
44957103	200.00	251.00	盈利	0-499
22996723	200.00	-378.10	虧損	0-499
92596566	200.00	-561.88	虧損	0-499
82578691	200.00	331.20	盈利	0-499
11232512	200.00	228.28	盈利	0-499
55587891	200.00	238.00	盈利	0-499
18713820	200.00	219.60	盈利	0-499
79376141	200.00	-378.25	虧損	0-499
13513036	200.00	294.20	盈利	0-499
94584975	200.00	239.80	盈利	0-499
31911120	200.00	-2636.00	虧損	0-499
34245557	200.00	236.22	盈利	0-499
68485422	200.00	1096.28	盈利	0-499
70461545	200.00	1767.70	盈利	0-499
93239451	200.00	516.30	盈利	0-499
41274687	200.00	-965.00	虧損	0-499
12144895	200.00	225.15	盈利	0-499
22101396	200.00	-268.06	虧損	0-499
24958072	200.00	-371.09	虧損	0-499
92256104	200.00	246.00	盈利	0-499
91712601	200.00	-186.48	虧損	0-499
56354554	200.00	-16.28	虧損	0-499
72770753	200.00	-443.40	虧損	0-499
26648438	200.00	336.00	盈利	0-499
73931673	200.00	291.40	盈利	0-499
50676050	200.00	265.70	盈利	0-499
32045363	200.00	823.62	盈利	0-499
84799654	200.00	393.70	盈利	0-499
