player_id	daily_recharge	daily_withdraw	net_loss	loss_percentage	offer_tier
16040927	1600.00	0.00	1600.00	100.00	500-1999 (25% cashback)
20484385	1600.00	0.00	1600.00	100.00	500-1999 (25% cashback)
20544460	1600.00	0.00	1600.00	100.00	500-1999 (25% cashback)
21158987	1600.00	0.00	1600.00	100.00	500-1999 (25% cashback)
40370742	1600.00	0.00	1600.00	100.00	500-1999 (25% cashback)
47309918	1600.00	0.00	1600.00	100.00	500-1999 (25% cashback)
79038824	1600.00	0.00	1600.00	100.00	500-1999 (25% cashback)
88410929	1600.00	0.00	1600.00	100.00	500-1999 (25% cashback)
12869280	1505.00	0.00	1505.00	100.00	500-1999 (25% cashback)
11174787	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
13466931	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
17401294	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
17775778	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
17994067	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
19648446	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
24028286	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
26253814	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
36614818	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
39302739	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
39965044	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
40745421	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
43190419	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
46469364	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
47975085	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
55717831	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
59262340	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
63876719	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
66547574	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
71292203	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
80375592	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
80798687	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
82790467	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
83523484	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
84723151	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
90662184	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
90963874	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
92079185	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
97085391	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
98942200	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
99451304	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
99670371	1500.00	0.00	1500.00	100.00	500-1999 (25% cashback)
12087100	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
23336969	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
32934018	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
50965301	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
54534520	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
57445453	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
77634649	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
83627645	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
84168747	1400.00	0.00	1400.00	100.00	500-1999 (25% cashback)
40293568	1330.00	0.00	1330.00	100.00	500-1999 (25% cashback)
17890038	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
34333117	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
35506945	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
51181080	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
53718155	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
55247325	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
55747240	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
65765529	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
67546915	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
68674525	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
69213103	1300.00	100.00	1200.00	92.31	500-1999 (25% cashback)
78541548	1300.00	0.00	1300.00	100.00	500-1999 (25% cashback)
62649719	1250.00	0.00	1250.00	100.00	500-1999 (25% cashback)
21030173	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
24205797	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
25355955	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
35928145	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
41361403	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
44140659	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
56685382	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
86659178	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
90181130	1200.00	0.00	1200.00	100.00	500-1999 (25% cashback)
14235471	1154.00	100.00	1054.00	91.33	500-1999 (25% cashback)
63481905	1150.00	0.00	1150.00	100.00	500-1999 (25% cashback)
72442672	1150.00	0.00	1150.00	100.00	500-1999 (25% cashback)
99774925	1150.00	0.00	1150.00	100.00	500-1999 (25% cashback)
15860788	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
22161457	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
28202302	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
29188517	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
40679812	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
44437242	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
46174086	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
53140296	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
55615381	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
56827961	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
64492010	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
88450838	1100.00	0.00	1100.00	100.00	500-1999 (25% cashback)
57948240	1062.00	0.00	1062.00	100.00	500-1999 (25% cashback)
23835777	1026.00	0.00	1026.00	100.00	500-1999 (25% cashback)
69512860	1026.00	0.00	1026.00	100.00	500-1999 (25% cashback)
83389601	1008.00	0.00	1008.00	100.00	500-1999 (25% cashback)
10885814	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
11546406	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
12331336	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
12406329	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
12564362	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
12647936	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
12739150	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
12769377	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
13617268	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
13864425	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
14604830	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
15168691	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
15958769	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
16156721	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
16159843	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
16342177	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
16630828	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
18232959	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
18863138	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
19438071	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
19461673	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
20645602	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
20934136	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
22486052	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
23923871	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
24210156	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
24597663	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
25381229	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
25589251	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
25751070	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
28271029	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
28330948	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
28648298	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
29416861	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
29481894	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
29562041	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
29580972	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
29855668	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
30005260	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
30087795	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
30191659	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
30299475	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
30773554	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
31667101	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
32236155	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
32618292	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
32999687	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
33186115	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
33264963	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
34347116	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
35359688	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
35550341	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
37950235	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
39523486	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
39564422	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
39937886	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
39973724	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
40640115	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
40655712	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
41057863	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
41501995	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
42025713	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
42037675	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
42335482	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
42573306	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
42847530	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
43839966	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
43897912	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
44094710	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
44096835	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
44396655	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
44501837	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
44908464	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
46195177	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
47085752	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
47191083	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
47572106	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
47606552	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
47916440	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
48112321	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
48498932	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
49165401	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
49417717	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
49824156	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
50092888	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
51083918	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
52685266	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
53585696	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
53735215	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
53756345	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
54018100	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
54066993	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
55520717	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
55870809	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
55872394	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
56131493	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
56335605	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
56539785	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
56972932	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
57342507	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
58077067	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
58420113	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
58911844	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
59278388	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
59580393	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
60396839	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
60700729	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
60748782	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
61029153	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
61739090	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
62329546	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
67506726	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
67700388	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
68236531	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
68564448	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
69080679	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
70492683	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
72071318	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
72385286	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
73551446	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
73986467	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
74383513	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
74405423	1000.00	100.00	900.00	90.00	500-1999 (25% cashback)
74672544	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
75233475	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
75287454	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
75327436	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
75603419	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
75786466	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
75820295	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
75826238	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
76057219	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
76252528	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
77321376	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
77465110	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
78111887	1000.00	0.00	1000.00	100.00	500-1999 (25% cashback)
